Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,실제 값,예측 값
17.977,53.0,0,400,13220,20154,939.633,1.29,1.34,8.89,1.387,0.031,2461,0,0
26.362,55.94,20,400,13098,19989,939.682,0.93,0.97,6.41,1.0,0.023,1409,0,0
24.58,51.17,1059,670,12786,19456,939.077,2.29,2.38,15.76,2.457,0.055,11092,1,1
8.218,57.79,168,400,13201,20044,939.682,2.19,2.28,15.07,2.35,0.053,3271,1,1
-4.717,51.32,350,400,13085,19919,939.347,0.26,0.27,1.81,0.283,0.006,8461,1,1
12.983,48.84,1080,424,12881,19468,938.81,1.98,2.05,13.61,2.122,0.048,15069,1,1
-5.224,55.91,342,400,13067,19917,939.255,0.47,0.48,3.21,0.501,0.011,8989,1,1
19.74,54.58,41,400,13254,20221,939.746,2.59,2.69,17.84,2.782,0.063,5566,1,1
26.559,55.66,4,400,12921,19858,939.745,0.31,0.32,2.15,0.336,0.008,728,0,0
28.66,41.75,131,401,12787,20589,937.365,1.8,1.87,12.36,1.928,0.044,1899,0,0
16.74,51.53,1099,481,12852,19444,938.902,1.95,2.03,13.44,2.096,0.047,14199,1,1
-16.218,53.54,1396,409,12961,19383,938.687,1.93,2.0,13.25,2.066,0.047,22248,1,1
11.873,54.26,1337,418,12983,19391,938.824,1.89,1.96,12.99,2.026,0.046,24835,1,1
17.86,53.81,1176,406,12927,19440,938.716,1.75,1.82,12.04,1.877,0.042,19854,1,1
25.05,50.88,1103,500,12842,19443,938.908,1.99,2.07,13.72,2.14,0.048,14017,1,1
13.0,56.29,15,400,12994,19909,939.767,0.18,0.19,1.23,0.191,0.004,904,0,0
27.04,47.66,1216,400,12919,19424,938.731,1.36,1.41,9.36,1.459,0.033,18622,1,1
16.09,55.47,41,400,13113,20004,939.61,0.82,0.85,5.66,0.882,0.02,1766,0,0
27.071,56.47,17,400,13055,19942,939.73,0.3,0.31,2.06,0.321,0.007,1130,0,0
-5.579,49.9,226,400,13140,20042,939.592,0.41,0.42,2.8,0.437,0.01,6920,1,1
9.042,48.53,1050,630,12801,19463,939.097,2.5,2.6,17.2,2.682,0.061,11244,1,1
27.05,47.43,1172,407,12882,19440,938.747,2.1,2.18,14.46,2.255,0.051,16342,1,1
9.848,51.73,1166,400,12972,19436,938.732,1.95,2.03,13.42,2.093,0.047,20561,1,1
26.85,48.11,1182,400,12898,19429,938.745,1.35,1.41,9.31,1.452,0.033,17415,1,1
23.65,54.69,699,854,12701,19559,939.143,2.49,2.59,17.16,2.676,0.06,9746,1,1
18.2,52.31,118,400,13176,20061,939.614,0.96,0.99,6.58,1.025,0.023,2763,0,0
46.92,15.78,852,400,13733,20459,936.702,0.59,0.61,4.04,0.63,0.014,5640,0,0
27.04,47.63,1339,400,12971,19398,938.743,1.76,1.83,12.12,1.891,0.043,22890,1,1
3.193,32.65,4126,400,13249,19746,936.876,0.69,0.71,4.73,0.738,0.017,4823,0,0
10.198,16.47,75,400,13550,21087,936.816,0.88,0.92,6.09,0.95,0.021,4719,0,0
20.33,51.46,157,400,13215,20066,939.662,2.34,2.43,16.11,2.512,0.057,3944,1,1
24.38,53.19,1128,603,12811,19448,939.031,2.25,2.34,15.51,2.419,0.055,11933,1,1
-7.331,55.63,194,400,13153,20073,939.641,0.78,0.81,5.36,0.835,0.019,6415,1,1
11.65,47.85,1042,611,12815,19473,939.075,2.34,2.43,16.12,2.514,0.057,11480,1,1
-7.796,48.72,28,400,13256,20192,939.69,2.24,2.33,15.45,2.409,0.054,4883,1,1
25.45,48.34,1419,426,12954,19367,938.716,1.76,1.83,12.11,1.888,0.043,22772,1,1
-8.699,52.88,34,400,13248,20189,939.707,1.8,1.87,12.41,1.935,0.044,5105,1,1
24.49,53.5,1021,428,12876,19471,938.822,1.84,1.91,12.65,1.973,0.045,15117,1,1
11.084,47.47,1017,623,12810,19479,939.085,2.11,2.19,14.53,2.265,0.051,11428,1,1
26.85,48.22,1226,405,12913,19424,938.718,1.65,1.71,11.35,1.771,0.04,18434,1,1
16.311,53.81,1256,408,12927,19416,938.738,1.36,1.42,9.38,1.463,0.033,20034,1,1
-8.432,53.02,142,400,13201,20127,939.63,1.07,1.11,7.38,1.15,0.026,6064,1,1
18.33,57.35,363,400,13069,19900,939.29,0.35,0.37,2.42,0.378,0.009,8759,1,1
-7.57,53.03,1320,400,12996,19398,938.778,2.3,2.39,15.83,2.469,0.056,24286,1,1
27.77,46.1,122,400,12793,20601,937.365,1.92,1.99,13.2,2.058,0.046,2005,0,0
20.64,54.33,414,417,12946,19856,939.212,0.93,0.97,6.43,1.003,0.023,9208,1,1
-5.175,61.99,567,573,12851,19698,939.225,2.53,2.63,17.44,2.72,0.061,9266,1,1
17.737,47.5,1051,490,12855,19462,938.917,1.66,1.72,11.4,1.778,0.04,13997,1,1
24.62,53.02,1101,443,12867,19441,938.806,2.06,2.14,14.18,2.211,0.05,15050,1,1
26.9,48.0,1132,400,12906,19445,938.711,1.81,1.88,12.46,1.944,0.044,17656,1,1
24.73,52.71,1140,401,12887,19442,938.777,1.61,1.67,11.09,1.73,0.039,16604,1,1
7.909,47.74,1071,650,12799,19471,939.085,2.06,2.15,14.21,2.216,0.05,11143,1,1
25.3,51.19,967,700,12779,19496,939.094,2.04,2.12,14.06,2.193,0.05,10406,1,1
9.443,50.79,204,400,13137,19969,939.629,1.42,1.48,9.79,1.527,0.034,3173,0,0
15.24,55.36,32,400,13091,19977,939.708,0.51,0.53,3.54,0.552,0.012,1464,0,0
7.218,18.56,0,400,13637,21331,936.808,1.04,1.09,7.19,1.121,0.025,4765,0,0
13.059,47.96,1168,426,12870,19437,938.754,1.82,1.89,12.54,1.955,0.044,16592,1,1
25.27,49.24,1197,486,12851,19423,938.908,2.11,2.19,14.5,2.261,0.051,14494,1,1
11.085,42.24,161,431,12770,20558,937.328,2.05,2.13,14.1,2.199,0.05,2626,0,0
26.64,47.6,1057,642,12803,19474,939.083,2.06,2.14,14.17,2.209,0.05,11146,1,1
16.975,53.03,1159,503,12850,19444,938.927,1.97,2.05,13.57,2.116,0.048,14152,1,1
5.081,49.01,998,659,12800,19486,939.061,2.52,2.62,17.35,2.705,0.061,10889,1,1
-4.87,56.24,350,400,13088,19922,939.329,0.38,0.4,2.64,0.412,0.009,8582,1,1
-0.825,48.55,128,400,13225,20083,939.687,1.61,1.67,11.09,1.73,0.039,4034,1,1
20.488,44.82,170,407,12781,20545,937.406,1.61,1.67,11.08,1.729,0.039,2908,0,0
18.062,48.8,1126,406,12911,19446,938.713,1.54,1.6,10.6,1.653,0.037,17950,1,1
14.894,47.61,1151,400,12905,19439,938.772,1.75,1.82,12.03,1.875,0.042,17181,1,1
26.777,56.81,12,400,12951,19881,939.792,0.13,0.14,0.92,0.144,0.003,793,0,0
24.029,54.51,60,400,13115,19998,939.628,0.83,0.86,5.72,0.892,0.02,1816,0,0
24.73,52.78,1379,406,12957,19384,938.733,2.05,2.13,14.12,2.202,0.05,21942,1,1
25.256,45.93,47,405,12834,20737,937.554,2.41,2.5,16.56,2.583,0.058,375,0,0
9.523,53.94,981,625,12806,19479,939.092,2.29,2.38,15.77,2.459,0.056,11287,1,1
26.25,48.45,977,657,12798,19488,939.051,2.05,2.13,14.11,2.2,0.05,10780,1,1
28.59,42.88,159,422,12772,20562,937.411,1.66,1.72,11.4,1.777,0.04,2797,0,0
21.49,52.75,0,400,13279,20267,939.755,2.49,2.58,17.12,2.669,0.06,5524,1,1
26.64,48.24,992,571,12826,19482,939.033,2.05,2.13,14.09,2.197,0.05,12251,1,1
21.08,55.83,261,400,13138,19948,939.652,2.36,2.45,16.26,2.536,0.057,3334,1,1
-8.537,49.18,141,400,13191,20132,939.669,1.53,1.59,10.54,1.643,0.037,6024,1,1
23.016,42.81,64,400,12842,20715,937.516,1.86,1.94,12.82,2.0,0.045,447,0,0
2.097,48.66,929,670,12795,19499,939.068,2.16,2.24,14.84,2.315,0.052,10606,1,1
24.52,53.49,1362,411,12962,19398,938.763,1.92,2.0,13.24,2.064,0.047,22608,1,1
25.26,47.83,1197,657,12788,19433,939.052,2.53,2.63,17.42,2.716,0.061,11554,1,1
20.141,23.57,1090,400,13126,20343,936.75,1.81,1.88,12.47,1.944,0.044,4260,0,0
18.489,53.55,1178,412,12904,19436,938.703,1.81,1.88,12.48,1.946,0.044,18054,1,1
24.52,53.43,1390,410,12967,19389,938.681,1.92,1.99,13.21,2.061,0.047,22247,1,1
-3.528,52.15,112,400,13223,20104,939.66,1.87,1.94,12.84,2.003,0.045,4303,1,1
26.27,46.7,84,400,12788,20666,937.543,2.19,2.27,15.06,2.349,0.053,971,0,0
24.76,52.62,1124,404,12911,19451,938.694,1.94,2.01,13.33,2.079,0.047,18043,1,1
27.05,47.43,1115,400,12886,19454,938.741,1.76,1.83,12.14,1.894,0.043,16464,1,1
26.33,46.71,72,450,12783,20687,937.544,2.26,2.35,15.55,2.426,0.055,736,0,0
13.376,50.47,1099,429,12878,19463,938.814,1.9,1.98,13.1,2.043,0.046,14945,1,1
32.59,52.91,2911,400,13300,19894,936.965,0.63,0.65,4.31,0.672,0.015,4062,0,0
20.5,47.26,8,400,13217,20163,939.62,0.92,0.96,6.35,0.991,0.022,2497,0,0
35.62,15.78,0,641,13219,20885,930.902,1.24,1.29,8.53,1.331,0.03,1010,1,1
-6.001,50.31,213,400,13144,20052,939.622,0.51,0.53,3.49,0.545,0.012,6794,1,1
-5.097,50.53,342,400,13078,19917,939.294,0.29,0.3,1.99,0.311,0.007,8792,1,1
16.339,47.93,59,400,13202,20117,939.638,1.08,1.12,7.4,1.154,0.026,2606,0,0
20.2,50.07,170,400,13167,20095,939.666,1.45,1.51,10.01,1.561,0.035,6092,1,1
24.52,53.41,1341,403,12954,19396,938.734,1.64,1.7,11.26,1.755,0.04,21588,1,1
-4.534,56.28,265,400,13123,20008,939.524,0.45,0.47,3.09,0.482,0.011,7303,1,1
13.416,49.65,996,600,12817,19482,939.065,1.97,2.04,13.54,2.111,0.048,11647,1,1
18.43,56.42,255,400,13121,20006,939.528,0.48,0.5,3.32,0.518,0.012,7250,1,1
24.72,52.71,1126,424,12870,19443,938.823,2.31,2.4,15.93,2.484,0.056,15346,1,1
22.29,47.94,122,400,13231,20092,939.641,1.95,2.03,13.41,2.092,0.047,3976,1,1
24.33,54.15,1373,407,12964,19389,938.727,2.09,2.18,14.41,2.247,0.051,22680,1,1
-4.786,56.53,247,400,13131,20015,939.519,0.32,0.33,2.18,0.34,0.008,7193,1,1
25.54,47.94,1189,425,12859,19421,938.75,1.76,1.82,12.09,1.885,0.043,15932,1,1
23.8,54.14,680,858,12693,19568,939.148,2.66,2.76,18.28,2.851,0.064,9805,1,1
-9.161,55.55,43,400,13251,20206,939.711,2.12,2.2,14.58,2.273,0.051,5698,1,1
20.685,46.96,1076,549,12839,19465,938.973,2.06,2.14,14.14,2.206,0.05,12748,1,1
-4.39,47.57,1339,405,12959,19406,938.713,1.84,1.91,12.65,1.972,0.045,21446,1,1
17.339,44.17,199,444,12758,20517,937.374,1.39,1.44,9.55,1.489,0.034,3235,0,0
17.939,49.87,1149,513,12849,19441,938.939,1.85,1.93,12.75,1.989,0.045,13955,1,1
15.21,50.96,38,400,13059,19933,939.73,0.5,0.52,3.47,0.541,0.012,1273,0,0
24.85,52.19,1168,471,12859,19438,938.866,2.0,2.08,13.76,2.146,0.048,14682,1,1
-10.488,53.55,1333,405,12958,19390,938.711,1.43,1.48,9.84,1.534,0.035,21829,1,1
10.568,16.3,90,400,13531,21064,936.808,1.12,1.17,7.73,1.205,0.027,4713,0,0
25.91,48.92,216,438,12764,20507,937.442,1.72,1.78,11.8,1.841,0.042,3372,0,0
19.29,55.11,177,400,13167,20086,939.663,1.02,1.06,7.02,1.095,0.025,6230,1,1
24.93,52.12,30,400,13126,20020,939.603,1.2,1.25,8.25,1.287,0.029,1685,0,0
23.56,51.27,1015,770,12744,19473,939.133,2.36,2.46,16.27,2.537,0.057,10069,1,1
17.81,52.74,1015,462,12871,19481,938.915,1.75,1.82,12.04,1.878,0.042,13982,1,1
14.527,51.9,1166,420,12886,19431,938.803,1.79,1.86,12.35,1.926,0.043,17079,1,1
26.791,53.53,24,400,13068,19954,939.71,0.52,0.54,3.56,0.556,0.013,1279,0,0
1.162,47.88,1329,400,12988,19391,938.789,1.97,2.04,13.54,2.111,0.048,24566,1,1
12.29,52.17,26,400,12797,19779,939.823,0.21,0.22,1.45,0.227,0.005,549,0,0
22.52,53.93,28,4731,12248,19675,931.209,63.4,76.2,410.43,80.401,11.563,20,0,0
-6.853,51.89,60,400,13237,20158,939.651,2.25,2.34,15.48,2.414,0.055,4720,1,1
20.211,23.12,21585,662,12689,18927,936.887,0.77,0.8,5.32,0.83,0.019,4459,0,0
-2.074,14.34,1329,400,13661,20339,936.67,0.75,0.78,5.14,0.802,0.018,5623,0,0
58.91,12.29,60000,8262,11460,16879,936.739,780.75,907.59,5131.33,953.259,112.517,5240,0,0
14.278,51.27,1117,400,12954,19443,938.717,2.13,2.21,14.63,2.281,0.052,20224,1,1
18.994,43.55,209,442,12765,20519,937.341,1.73,1.8,11.91,1.857,0.042,3153,0,0
-7.017,49.94,1320,400,12966,19410,938.719,1.95,2.02,13.41,2.091,0.047,21607,1,1
24.69,52.81,1408,424,12954,19372,938.74,1.92,2.0,13.24,2.065,0.047,22482,1,1
18.88,53.16,296,400,13112,19963,939.451,0.4,0.42,2.78,0.433,0.01,7682,1,1
26.85,48.2,1318,400,12973,19397,938.72,1.74,1.81,11.99,1.869,0.042,23058,1,1
28.63,43.44,58,400,12846,20715,937.515,1.85,1.92,12.75,1.988,0.045,446,0,0
19.92,53.85,66,400,13240,20141,939.678,2.31,2.4,15.87,2.474,0.056,4733,1,1
17.647,54.66,3266,400,13223,19799,936.894,0.87,0.91,6.0,0.935,0.021,4102,0,0
26.99,47.64,1168,415,12894,19439,938.755,1.81,1.88,12.49,1.947,0.044,17301,1,1
17.38,53.18,0,400,13196,20129,939.635,0.8,0.83,5.49,0.856,0.019,2164,0,0
27.06,47.52,1134,400,12912,19446,938.719,1.88,1.95,12.93,2.016,0.046,17843,1,1
29.22,40.8,64,400,12827,20715,937.549,2.0,2.08,13.8,2.151,0.049,393,0,0
-21.945,54.2,1344,404,12972,19390,938.704,1.81,1.88,12.45,1.941,0.044,23040,1,1
-1.674,52.69,1285,400,12997,19403,938.771,1.57,1.63,10.78,1.681,0.038,24483,1,1
22.0,55.5,303,400,13128,19914,939.67,1.25,1.29,8.57,1.337,0.03,3491,1,1
26.84,48.01,1107,439,12872,19456,938.787,2.11,2.19,14.53,2.266,0.051,15193,1,1
5.561,59.72,283,400,13138,19923,939.672,1.38,1.43,9.48,1.478,0.033,3485,1,1
24.36,52.66,954,400,13012,19483,938.719,2.62,2.73,18.05,2.815,0.064,20640,1,1
20.6,52.49,350,400,13075,19911,939.25,0.3,0.31,2.03,0.317,0.007,8886,1,1
-11.973,24.57,60000,16633,11053,16074,936.826,10737.28,19121.86,53885.06,21051.254,7993.0,5039,0,0
11.618,48.22,1042,608,12814,19469,939.079,2.32,2.41,15.94,2.485,0.056,11477,1,1
20.1,52.62,27,400,13245,20195,939.693,2.54,2.64,17.48,2.726,0.062,5200,1,1
20.53,52.9,275,400,13140,19939,939.683,1.44,1.49,9.9,1.544,0.035,3702,1,1
26.2,43.69,0,400,13069,20916,937.438,2.14,2.22,14.72,2.296,0.052,3418,0,0
15.087,47.76,1130,469,12860,19450,938.908,1.88,1.96,12.96,2.021,0.046,14535,1,1
19.91,48.32,0,400,13225,20175,939.622,1.11,1.15,7.63,1.19,0.027,2255,0,0
18.087,47.97,1203,414,12898,19431,938.714,1.57,1.63,10.83,1.689,0.038,17956,1,1
-21.585,53.04,1389,413,12965,19391,938.745,1.89,1.96,12.98,2.023,0.046,22903,1,1
-8.222,46.01,92,400,12777,20645,937.475,2.0,2.08,13.76,2.146,0.048,1143,0,0
-4.996,47.96,131,414,12779,20595,937.343,1.99,2.07,13.73,2.14,0.048,1997,0,0
24.45,53.68,1155,411,12892,19432,938.798,1.57,1.63,10.77,1.68,0.038,17156,1,1
24.55,53.39,1132,400,12885,19444,938.776,1.67,1.73,11.49,1.792,0.04,16552,1,1
-7.419,44.44,93,400,12796,20650,937.536,2.07,2.15,14.27,2.225,0.05,1106,0,0
-21.036,53.62,1366,410,12972,19391,938.696,1.77,1.84,12.19,1.901,0.043,23448,1,1
22.01,49.2,104,400,13211,20164,939.69,2.1,2.18,14.46,2.256,0.051,5965,1,1
-4.083,41.18,123,400,12782,20602,937.416,1.97,2.05,13.56,2.114,0.048,1789,0,0
22.52,59.31,655,677,12792,19608,939.156,2.37,2.47,16.34,2.548,0.058,9505,1,1
24.304,49.72,29,400,13137,20027,939.623,0.75,0.78,5.14,0.802,0.018,1778,0,0
-5.49,54.06,1285,400,12994,19399,938.786,1.88,1.95,12.94,2.019,0.046,24360,1,1
26.235,48.84,11,400,13104,19998,939.718,0.57,0.59,3.91,0.609,0.014,1440,0,0
16.73,50.1,13,400,13070,19960,939.746,0.46,0.47,3.14,0.489,0.011,1202,0,0
-5.236,57.7,381,400,13045,19886,939.281,0.5,0.52,3.44,0.537,0.012,9140,1,1
21.81,50.82,26,400,13246,20190,939.698,2.46,2.55,16.91,2.637,0.06,5169,1,1
19.92,53.75,64,400,13247,20158,939.674,2.3,2.38,15.8,2.463,0.056,4495,1,1
-4.883,62.76,646,652,12810,19604,939.197,2.41,2.5,16.59,2.587,0.058,9481,1,1
24.95,50.79,1235,400,13003,19419,938.762,2.31,2.4,15.88,2.476,0.056,24216,1,1
20.9,50.63,333,400,13097,19933,939.333,0.4,0.42,2.77,0.433,0.01,8561,1,1
26.0,47.24,82,400,12784,20654,937.491,1.86,1.93,12.78,1.993,0.045,1217,0,0
-4.544,51.88,313,400,13110,19957,939.372,0.32,0.33,2.17,0.339,0.008,8327,1,1
26.57,49.64,1134,400,12920,19456,938.716,1.75,1.82,12.06,1.88,0.042,18067,1,1
19.93,53.63,108,400,13216,20105,939.654,2.05,2.13,14.1,2.198,0.05,4371,1,1
21.41,49.47,207,400,13147,20055,939.605,0.83,0.86,5.73,0.893,0.02,6621,1,1
19.248,53.0,1011,572,12825,19471,938.989,2.43,2.52,16.71,2.605,0.059,12352,1,1
27.117,44.78,47,429,12836,20727,937.56,2.11,2.19,14.5,2.261,0.051,245,0,0
27.072,39.94,45,414,12840,20730,937.544,2.21,2.29,15.18,2.368,0.053,216,0,0
-2.308,49.77,107,400,13237,20113,939.653,2.17,2.26,14.94,2.33,0.053,4177,1,1
-5.075,52.34,225,400,13143,20049,939.551,0.42,0.43,2.87,0.448,0.01,7085,1,1
20.08,57.52,344,400,13102,19874,939.693,1.32,1.37,9.09,1.418,0.032,3660,1,1
8.48,51.38,1341,421,12983,19393,938.809,1.91,1.99,13.16,2.053,0.046,24756,1,1
-4.526,45.44,86,408,12779,20636,937.387,1.86,1.93,12.78,1.993,0.045,1679,0,0
18.133,53.05,1180,512,12846,19435,938.928,2.17,2.25,14.94,2.329,0.053,13914,1,1
26.09,52.74,1208,400,12946,19426,938.723,1.62,1.68,11.12,1.735,0.039,20283,1,1
26.95,47.77,1107,400,12896,19446,938.784,1.9,1.98,13.11,2.044,0.046,16999,1,1
24.64,53.17,1235,408,12924,19420,938.727,1.53,1.59,10.53,1.642,0.037,19965,1,1
26.67,48.81,1126,400,12893,19446,938.757,1.78,1.85,12.24,1.909,0.043,16750,1,1
-6.858,50.6,192,400,13154,20071,939.619,0.73,0.76,5.01,0.781,0.018,6550,1,1
13.93,52.43,22,400,13020,19923,939.751,0.3,0.32,2.09,0.326,0.007,1005,0,0
55.73,19.25,60000,10230,11362,16481,936.791,8302.23,16945.71,36236.68,18860.926,8277.391,5164,0,0
24.64,53.08,1157,401,12908,19444,938.695,1.59,1.65,10.92,1.703,0.038,17987,1,1
-15.256,47.62,1333,400,12966,19390,938.705,2.18,2.27,15.02,2.342,0.053,22170,1,1
-10.275,53.72,1164,400,13010,19431,938.758,1.95,2.02,13.41,2.091,0.047,24180,1,1
-4.536,49.57,106,400,13227,20113,939.666,2.09,2.17,14.39,2.245,0.051,4415,1,1
26.9,47.86,1161,422,12870,19438,938.829,1.68,1.75,11.58,1.805,0.041,15495,1,1
18.31,57.8,376,400,13051,19886,939.269,0.31,0.32,2.11,0.328,0.007,9039,1,1
25.91,53.48,1335,400,12982,19390,938.705,1.92,1.99,13.2,2.058,0.046,23162,1,1
-4.507,54.96,318,400,13099,19940,939.41,0.29,0.3,1.99,0.31,0.007,8298,1,1
18.843,47.48,1143,400,12926,19439,938.694,1.69,1.76,11.64,1.815,0.041,19709,1,1
27.15,47.29,1166,400,12912,19442,938.698,1.62,1.68,11.14,1.737,0.039,17670,1,1
-5.226,52.68,352,400,13064,19912,939.266,0.56,0.58,3.83,0.598,0.014,8996,1,1
23.722,44.36,47,426,12860,20754,937.592,2.41,2.51,16.6,2.589,0.058,70,0,0
22.46,57.37,856,717,12774,19525,939.139,2.03,2.11,14.0,2.184,0.049,10030,1,1
13.746,52.37,1149,400,12889,19450,938.744,1.49,1.55,10.24,1.597,0.036,16841,1,1
19.2,55.55,170,400,13168,20101,939.669,0.83,0.86,5.72,0.892,0.02,6177,1,1
24.332,50.95,35,400,13132,20027,939.617,0.8,0.83,5.51,0.86,0.019,1774,0,0
5.845,47.77,1412,431,12975,19374,938.817,1.96,2.03,13.46,2.099,0.047,24691,1,1
-8.874,51.59,1314,400,12967,19402,938.717,2.24,2.32,15.4,2.401,0.054,21724,1,1
20.74,46.61,60,400,13203,20115,939.655,0.9,0.93,6.19,0.965,0.022,2619,0,0
26.859,50.74,0,400,12978,19913,939.786,0.08,0.08,0.56,0.087,0.002,823,0,0
20.625,53.79,1212,412,12914,19422,938.711,1.86,1.93,12.8,1.996,0.045,18778,1,1
3.073,46.33,92,409,12774,20647,937.57,1.84,1.91,12.67,1.976,0.045,848,0,0
24.57,53.32,1327,400,12970,19401,938.717,1.87,1.95,12.89,2.011,0.045,22965,1,1
-5.231,50.91,360,400,13061,19905,939.276,0.45,0.47,3.08,0.48,0.011,9012,1,1
26.41,50.28,1074,473,12858,19455,938.902,1.71,1.78,11.78,1.836,0.041,14165,1,1
21.9,50.6,52,400,13246,20165,939.663,2.32,2.41,15.96,2.489,0.056,4748,1,1
26.98,47.81,1339,401,12973,19383,938.715,1.67,1.73,11.48,1.791,0.04,23667,1,1
10.953,47.31,1180,400,12969,19445,938.745,2.05,2.13,14.08,2.195,0.05,20483,1,1
22.893,48.12,63,400,13123,19995,939.57,0.8,0.84,5.54,0.864,0.02,1960,0,0
22.15,48.73,20,400,13258,20221,939.716,2.23,2.32,15.35,2.394,0.054,5361,1,1
35.86,15.62,0,400,13361,21070,930.913,0.85,0.88,5.86,0.913,0.021,1025,1,1
19.933,52.68,1180,406,12913,19432,938.734,1.61,1.67,11.07,1.726,0.039,18463,1,1
-20.853,48.65,1375,400,12970,19386,938.734,1.54,1.6,10.6,1.653,0.037,22753,1,1
13.986,53.75,1182,410,12885,19436,938.772,2.04,2.11,14.01,2.184,0.049,16918,1,1
18.89,50.34,164,400,13152,20004,939.663,0.71,0.74,4.89,0.762,0.017,3106,0,0
17.16,53.28,29,400,13132,20024,939.646,0.83,0.87,5.74,0.895,0.02,2109,0,0
24.99,51.15,1379,409,12960,19383,938.717,2.04,2.12,14.02,2.186,0.049,22356,1,1
19.99,50.36,54,400,13202,20118,939.627,0.89,0.92,6.11,0.952,0.022,2539,0,0
12.426,47.39,1147,405,12879,19438,938.785,1.8,1.87,12.4,1.934,0.044,16285,1,1
-19.984,51.13,1341,400,12985,19404,938.725,1.71,1.78,11.79,1.839,0.042,23585,1,1
26.0,46.75,1216,566,12827,19420,938.889,2.15,2.23,14.79,2.306,0.052,13351,1,1
19.82,54.71,32,400,13241,20182,939.668,2.3,2.39,15.83,2.468,0.056,4915,1,1
21.02,62.43,567,573,12853,19697,939.227,2.49,2.58,17.1,2.667,0.06,9265,1,1
24.43,52.55,1034,631,12802,19471,939.097,1.97,2.05,13.56,2.114,0.048,11330,1,1
24.78,51.26,1132,617,12808,19442,939.047,2.31,2.4,15.92,2.483,0.056,11858,1,1
26.84,48.27,1356,404,12975,19385,938.72,2.33,2.42,16.0,2.496,0.056,23478,1,1
23.384,55.74,9,400,12639,19705,939.796,0.16,0.27,0.85,0.294,0.103,271,0,0
27.12,47.31,1143,400,12915,19441,938.704,1.57,1.63,10.82,1.688,0.038,18089,1,1
14.95,52.02,1071,609,12813,19458,939.081,2.04,2.12,14.06,2.193,0.05,11801,1,1
25.79,47.96,131,406,12782,20589,937.357,1.69,1.76,11.64,1.815,0.041,1938,0,0
26.46,45.92,163,451,12767,20555,937.292,2.02,2.1,13.88,2.164,0.049,2518,0,0
38.89,13.97,2206,12749,11831,19362,930.915,3.16,3.28,21.73,3.388,0.077,677,1,1
23.78,48.19,215,1477,12954,19749,931.205,9152.84,16216.8,46142.93,17845.145,6732.617,104,1,1
1.315,52.6,165,400,13207,20057,939.667,2.22,2.3,15.26,2.379,0.054,3841,1,1
24.47,53.14,1124,587,12819,19447,938.972,1.94,2.01,13.33,2.078,0.047,12536,1,1
11.998,39.55,0,400,13333,21200,937.451,1.94,2.02,13.38,2.086,0.047,3632,0,0
26.78,48.45,1354,400,12978,19388,938.718,2.22,2.3,15.26,2.379,0.054,23476,1,1
13.79,50.0,0,400,12629,19704,939.79,0.1,0.17,0.49,0.189,0.072,248,0,0
17.616,52.12,1082,486,12853,19458,938.902,1.74,1.8,11.95,1.863,0.042,14022,1,1
21.45,53.02,1,400,13279,20249,939.741,2.19,2.28,15.08,2.351,0.053,5403,1,1
20.25,55.02,355,400,13065,19908,939.258,0.49,0.5,3.34,0.521,0.012,8937,1,1
3.352,55.4,313,400,13124,19898,939.682,1.35,1.4,9.27,1.446,0.033,3667,1,1
24.21,52.61,1002,671,12791,19478,939.062,2.74,2.85,18.85,2.939,0.066,10855,1,1
14.872,53.51,1059,440,12871,19457,938.89,1.8,1.87,12.42,1.937,0.044,14581,1,1
19.68,54.88,55,400,13242,20203,939.76,2.27,2.36,15.61,2.434,0.055,5627,1,1
-16.162,50.18,1331,400,12984,19402,938.708,1.89,1.97,13.04,2.033,0.046,23887,1,1
14.795,48.19,184,441,12762,20542,937.361,1.72,1.78,11.8,1.841,0.042,2708,0,0
26.5,48.95,1002,566,12828,19486,939.02,2.02,2.1,13.91,2.169,0.049,12248,1,1
11.45,54.58,31,400,12661,19706,939.782,0.06,0.09,0.36,0.096,0.025,322,0,0
26.359,39.57,48,424,12850,20742,937.576,2.44,2.53,16.77,2.615,0.059,156,0,0
20.3,53.82,257,400,13146,19956,939.673,1.32,1.37,9.09,1.418,0.032,3709,1,1
-4.176,54.76,288,400,13122,19972,939.403,0.27,0.28,1.83,0.285,0.006,7984,1,1
43.27,30.39,11811,501,12765,19213,936.877,0.37,0.38,2.54,0.396,0.009,4240,0,0
-5.114,59.99,611,543,12873,19643,939.235,2.48,2.58,17.09,2.665,0.06,9330,1,1
15.723,49.43,69,400,13201,20104,939.649,0.99,1.03,6.8,1.06,0.024,2659,0,0
24.59,53.29,1193,422,12900,19434,938.694,1.74,1.81,11.99,1.87,0.042,17869,1,1
26.02,47.32,119,400,12775,20611,937.477,1.89,1.97,13.02,2.03,0.046,1157,0,0
17.589,47.78,1128,400,12909,19450,938.707,1.84,1.91,12.65,1.972,0.045,17838,1,1
-7.596,53.22,189,400,13157,20075,939.655,0.93,0.96,6.37,0.994,0.022,6337,1,1
38.47,15.29,0,1512,12834,20385,930.892,0.97,1.01,6.67,1.04,0.023,579,1,1
